feature,importance
emb_1483,0.0003929738817081364
emb_1164,0.00039229457152997434
emb_84,0.0003910556908883464
emb_838,0.00038688318988858226
emb_101,0.00038622308476288306
emb_1068,0.00038191656565534434
emb_183,0.000379589977905061
emb_1039,0.00037752788493808744
emb_891,0.0003773050971707995
emb_105,0.00037639151617704594
emb_497,0.0003748339022010233
emb_651,0.0003732559447630676
emb_867,0.0003693066981062272
emb_1498,0.0003692950293698863
emb_840,0.0003692047827881946
emb_96,0.0003643694333786783
emb_652,0.00036407383617270196
emb_4,0.0003623431163501467
emb_732,0.00036212559869022997
emb_1505,0.00036024158650411716
TXT_char_count_no_spaces,0.0003577706329760169
emb_37,0.000357445183877175
emb_595,0.00035148379293927694
emb_823,0.00034763126200893163
emb_250,0.00034667986276030994
emb_1142,0.00034636099536615656
emb_786,0.00034468767453730556
emb_1098,0.00034358138673519815
emb_1436,0.00034293721051909275
SEM_ambiguity,0.0003425288785110621
emb_1018,0.00033973153252445153
emb_1442,0.0003393582209228144
emb_642,0.0003390222218571342
emb_740,0.00033899944212818556
emb_1183,0.00033790304866065116
emb_984,0.00033762516051595657
emb_809,0.00033760795070815816
emb_656,0.0003350141600092277
emb_221,0.0003325045236305272
emb_1012,0.0003316400411163499
emb_792,0.00032955954600438737
emb_910,0.00032863627083444904
emb_889,0.0003284307994794694
emb_1121,0.00032792419403606353
emb_1423,0.0003270691970458623
LING_query_type_interrogative,0.00032432300395166273
emb_1260,0.0003225992402862532
emb_1471,0.0003200389872651614
emb_1117,0.00031845365401791503
emb_1344,0.00031821413419443214
emb_195,0.00031812467100854303
emb_547,0.00031774950294585595
emb_1208,0.0003172207797702986
emb_31,0.00031716111125910425
emb_55,0.000316772631349588
emb_1307,0.0003163465688815935
emb_375,0.00031630004172945576
emb_1426,0.00031534031583295636
emb_494,0.0003141337777000732
emb_387,0.0003138321753105789
emb_508,0.00031353704298636237
emb_743,0.00031288068546258895
emb_1449,0.00031247765122059174
emb_1462,0.0003118524168881587
emb_199,0.0003110666619788879
emb_663,0.00030986732873364097
emb_1345,0.00030953903297816486
emb_995,0.0003072369928174589
emb_466,0.00030665595491678787
emb_474,0.00030507678526955635
emb_881,0.00030477979502547463
emb_521,0.0003040464694218589
emb_667,0.0003028612715879514
emb_333,0.00030092471951867727
emb_424,0.0003006717001678267
emb_1166,0.00030056132774323535
emb_866,0.000299678238771803
emb_1381,0.00029909796811354925
emb_737,0.0002938788293728763
emb_56,0.00029382281697796597
emb_690,0.0002921609135233189
emb_1216,0.00029186513700098546
emb_251,0.000291691619325465
emb_268,0.00029131865589645633
emb_402,0.00029111595105380374
emb_966,0.0002909589400150113
emb_688,0.00028972256818821194
emb_470,0.00028893403334721667
emb_831,0.00028876772470580486
emb_1225,0.00028871416243234484
emb_764,0.00028863532524916395
emb_1271,0.0002872221667898247
emb_245,0.0002868306691189629
emb_597,0.0002856303950226161
emb_407,0.0002847724300515926
emb_237,0.0002837602853264395
emb_1106,0.00028313528366913577
emb_97,0.0002830241881000415
emb_394,0.0002822357268739937
emb_44,0.000282153087765184
emb_903,0.0002821280796130856
emb_1170,0.00028204749285071115
emb_1028,0.0002819491681609616
emb_1384,0.00028183816656760776
emb_1346,0.00028146807468081687
emb_900,0.0002807565501077761
emb_127,0.0002781002510021237
emb_998,0.00027742942639637154
emb_278,0.0002760297005774419
emb_80,0.00027556925290674354
emb_1191,0.00027523951619149454
emb_755,0.00027487167758650523
emb_694,0.0002746122364416033
emb_467,0.0002728687656294352
emb_432,0.00027155062988044025
emb_772,0.00026985677077861185
emb_1453,0.000269166027030119
emb_202,0.0002685386507224268
emb_1352,0.00026830158587539136
emb_818,0.00026732900250196875
emb_729,0.0002662164994894563
emb_752,0.0002661332460391135
emb_1040,0.00026496093954015093
emb_213,0.00026434797444337376
emb_395,0.0002635398657912747
emb_927,0.0002634802215747889
emb_768,0.0002633596468061646
emb_318,0.00026300001698079963
emb_916,0.0002629582624886326
emb_191,0.0002620521280713223
emb_137,0.0002617488725704764
emb_492,0.00026156121106744943
emb_1433,0.00026006230934697667
emb_74,0.0002589593524051371
emb_276,0.00025887870361721065
emb_85,0.0002586230724991815
emb_834,0.00025665179768028824
emb_1413,0.0002562675009244628
emb_243,0.0002560080582369484
emb_1205,0.0002559963223338398
emb_920,0.00025453381778068414
emb_148,0.00025445368891444017
emb_760,0.00025131116656306975
emb_420,0.00025094654770636414
emb_1011,0.0002499110649537877
emb_872,0.0002492607539719721
emb_1421,0.00024900139568863273
emb_949,0.00024744261821873646
emb_960,0.0002461928665339113
emb_1328,0.00024190117328513587
emb_248,0.00024180913973720456
emb_472,0.0002417052030368857
emb_893,0.00024109854893593986
emb_948,0.0002405093272988233
emb_234,0.00024016000178341126
emb_35,0.00024005552622072227
emb_303,0.00023985218275307172
emb_515,0.00023955851192272045
emb_865,0.00023870556149432703
emb_1193,0.00023817873486976418
emb_600,0.00023766686024769037
emb_88,0.00023714438142473753
emb_1258,0.00023480760636025486
emb_722,0.0002344269606571758
emb_416,0.0002339535398935804
emb_602,0.00023314025565743457
emb_313,0.0002313421405222716
emb_1322,0.0002309029227842041
emb_342,0.00023082942426451913
emb_509,0.00023037489386232388
emb_383,0.0002299127920423873
emb_923,0.00022953996626326665
emb_321,0.00022883509113941848
emb_1420,0.0002285068080746259
emb_211,0.00022827008363231145
emb_1110,0.00022740094073830046
emb_478,0.00022715843090344735
emb_468,0.00022699890756103908
emb_538,0.00022639506634564963
emb_1518,0.00022632304000629814
emb_25,0.00022544668894074177
emb_156,0.00022443345381134873
emb_825,0.0002243758014109879
emb_778,0.00022416408312922717
emb_1473,0.00022236680295001195
emb_572,0.00022231496441483379
emb_1204,0.00022198033193197812
emb_1192,0.00022195311571335228
emb_437,0.0002216572438206876
emb_1492,0.00022057822971103082
emb_655,0.0002192252045734394
emb_399,0.00021905049656632914
emb_1270,0.00021774285156548375
emb_1338,0.00021771165753787226
emb_228,0.00021668012834465865
emb_354,0.0002165017932152909
emb_824,0.00021634560315767306
emb_901,0.00021594339638649051
emb_1402,0.00021537241364541726
emb_212,0.00021503513218821396
emb_1325,0.0002146568614568039
emb_505,0.0002145383501786618
emb_941,0.00021384471617650523
emb_644,0.00021303792498640798
emb_412,0.00021116608302555018
emb_1358,0.00021104946917265374
emb_81,0.00021100118877994282
emb_130,0.00021080441307595014
emb_1323,0.00021021298824889048
emb_1264,0.0002079472793821179
emb_121,0.00020788540887945925
emb_1244,0.00020785086590296032
emb_381,0.0002076352551225272
emb_997,0.00020687237082592228
emb_450,0.0002066708583757546
emb_1347,0.0002055504141897034
emb_869,0.00020461033588499764
emb_73,0.0002044985185599072
emb_790,0.00020384122150091355
emb_616,0.00020372885940520618
emb_1004,0.00020357605534195453
emb_1485,0.000203392106553676
emb_575,0.0002032947529744615
emb_574,0.00020325504419596541
emb_835,0.00020289356247220217
emb_368,0.000202888037779432
emb_699,0.00020285049261454795
emb_527,0.00020057615953072497
emb_965,0.0002005075740897869
emb_189,0.00019998183742150392
emb_415,0.00019876258119370854
emb_773,0.00019852599554924148
emb_436,0.00019765491138876157
emb_1159,0.00019592328298379018
emb_480,0.00019582244118213497
emb_1221,0.0001948378130146893
emb_1066,0.00019454303636145439
emb_408,0.00019424788357672872
emb_1396,0.000194003686610145
emb_620,0.00019375931761702505
emb_645,0.00019277488123143312
emb_819,0.00019270678315300976
emb_775,0.0001925255678726232
emb_411,0.00019197893345922784
emb_495,0.00019185881857207527
emb_1104,0.0001918559429634383
emb_1131,0.00019079888571273712
emb_912,0.00019071367226718407
emb_1343,0.0001905423569811743
emb_82,0.00019042330742555222
emb_1398,0.000190146269283065
emb_1415,0.00018989700258624834
emb_606,0.00018986329778624498
emb_18,0.00018900353301260314
emb_552,0.0001889630285401341
emb_1102,0.0001888900996392501
emb_982,0.0001887742737150164
emb_940,0.0001886077717409689
emb_1200,0.00018840732412377204
emb_936,0.00018831434367888017
emb_349,0.00018827246281598434
emb_518,0.00018810867352077386
emb_1460,0.0001880964064585316
emb_596,0.0001879604095737527
emb_719,0.00018775292716243744
emb_1506,0.00018733204723896175
emb_110,0.00018732243440237523
emb_932,0.00018709091311905246
emb_456,0.0001870712156262537
emb_175,0.0001870163722056955
emb_985,0.00018693757251363064
emb_1531,0.00018681739443290958
emb_810,0.00018644280486348984
emb_358,0.00018636607031511586
emb_1361,0.00018611396598508807
emb_330,0.00018595416390494932
emb_1324,0.0001857395687833031
emb_649,0.00018434436497775225
emb_934,0.0001832795754193522
emb_47,0.00018305391858031158
emb_1020,0.00018234451888482248
emb_1134,0.00018126555792882836
emb_79,0.00018096231697084528
emb_1184,0.00018072155156657215
emb_133,0.00017944619378701464
emb_793,0.0001789400108165387
emb_246,0.00017846259473533737
emb_43,0.00017841946768456913
emb_905,0.00017809468360153256
emb_63,0.00017786388773394115
emb_48,0.000177735271715621
emb_1300,0.00017730914214125724
emb_491,0.00017720301928312262
emb_345,0.00017652909618835405
emb_580,0.00017578443972329124
emb_804,0.0001753346082958005
emb_1091,0.00017530319802281434
emb_7,0.00017500074071882937
emb_1509,0.0001747167110619806
emb_149,0.00017464303089427042
emb_880,0.00017381887312173903
emb_594,0.000173414013251478
emb_565,0.0001732963322636068
emb_132,0.00017327946898999385
emb_622,0.00017320128936430514
emb_668,0.00017247500582704886
emb_1486,0.00017049878574784284
emb_300,0.00017009075137605216
emb_335,0.00016988825887215273
emb_404,0.00016909206546081006
emb_500,0.00016869034609624513
emb_1425,0.00016863150038795284
emb_1119,0.00016841718454360406
emb_299,0.00016769341219895244
emb_640,0.00016628018669289532
emb_20,0.00016612177215971302
emb_1095,0.0001659674369806392
emb_452,0.0001659134575403515
emb_1490,0.00016570091058364103
emb_1527,0.00016556900363631007
emb_1064,0.00016530788213733226
emb_1196,0.00016516402059065272
emb_1461,0.00016480347311206278
emb_689,0.0001642456084161786
emb_806,0.0001639502394801773
emb_1301,0.00016366304544003507
emb_401,0.00016315801414426638
emb_166,0.00016280785769654248
emb_328,0.00016278371016676099
emb_1441,0.00016218330702013874
emb_850,0.00016175918717982858
emb_812,0.00015964016406476214
emb_852,0.00015961570983592032
emb_946,0.0001575815288241198
emb_1061,0.0001562666466117733
emb_1127,0.0001553179603310738
emb_1386,0.00015529733421873175
emb_1202,0.00015395285965428464
emb_721,0.00015391934013795326
emb_1079,0.0001529447676935435
emb_471,0.00015270190437866125
emb_1084,0.00015206749361073004
emb_406,0.00015191021032740255
emb_1465,0.00015139684712178113
emb_1259,0.0001513592677060341
emb_1067,0.00015127955200667142
emb_641,0.00015127593379117582
emb_855,0.00015121830734468968
emb_294,0.00015108001911356568
emb_783,0.00015069251126935027
emb_698,0.00015053216389303482
emb_937,0.00015019445366414857
emb_1146,0.00014997853889732105
emb_898,0.00014985366292271827
emb_888,0.0001496880897891198
emb_683,0.00014943131750596702
emb_457,0.00014815593128435757
emb_429,0.00014735326904707913
emb_1129,0.0001471778738174625
emb_1312,0.00014663657792210867
emb_1197,0.00014662317965553366
emb_15,0.00014648882318097245
emb_803,0.00014633439719100307
emb_1015,0.00014600241025654762
emb_1428,0.00014540915587332666
emb_610,0.00014527370941317934
emb_1316,0.00014446409906592223
emb_446,0.00014442126785404558
emb_1481,0.0001435050278122125
emb_413,0.00014196310841772575
emb_1407,0.00014140461741275295
emb_730,0.0001413875778888337
emb_1278,0.00014064212766020696
emb_34,0.00013984693557200434
emb_1317,0.0001395055813610953
emb_1130,0.00013906124022045478
emb_1009,0.00013849704615918274
emb_686,0.00013778137854124017
emb_1044,0.00013730085378804024
emb_744,0.00013709344203951472
emb_1287,0.0001370562849716812
emb_1330,0.00013609654540983182
emb_1359,0.0001353615490908835
emb_312,0.00013518989181317517
emb_1049,0.00013474629435271374
emb_377,0.00013454867164009715
emb_233,0.00013452690234102486
emb_409,0.00013352746399625324
emb_205,0.00013346462678995254
emb_378,0.0001326268927582881
emb_1236,0.0001324022874179705
emb_544,0.0001323226099841281
emb_1002,0.00013219651124808212
emb_438,0.0001319702750057854
emb_277,0.00013169754258793442
emb_1382,0.00013150572768181622
emb_1391,0.00013148078965980923
emb_706,0.00013097060754342613
emb_444,0.00013068919378301263
emb_1292,0.0001305486946143403
emb_523,0.0001304288769826974
emb_935,0.0001304032249870986
emb_1364,0.0001301110382662071
emb_989,0.00013006061712789012
emb_892,0.00012969389221236874
emb_487,0.00012954964393208137
emb_1479,0.00012913780334827764
emb_1235,0.0001285042765509963
emb_829,0.00012849359540528582
emb_955,0.0001282161906578299
emb_1025,0.00012796219055977135
emb_884,0.00012782477967979408
emb_1073,0.00012762727487475913
emb_1429,0.00012733356893557601
emb_469,0.0001263892892177827
emb_681,0.00012638393883388147
emb_163,0.0001261168731879543
emb_370,0.00012546887038700173
emb_477,0.0001253001687969657
emb_813,0.0001248069675032944
emb_400,0.00012447847207838249
emb_627,0.00012318366383482363
emb_367,0.00012305501306141857
emb_1228,0.00012272345996799648
emb_746,0.00012226810202388717
emb_102,0.00012216307046629827
emb_1188,0.00012212494952018105
emb_1309,0.00012180226156671711
emb_1133,0.0001216591216114496
emb_1019,0.00012127131633062136
emb_1169,0.00012084402952785574
emb_1468,0.00012057714851764512
emb_1333,0.00012047420413095606
emb_385,0.00012013819744298103
emb_1379,0.00012009501490612367
emb_445,0.00011921613567265702
emb_33,0.00011842475459374155
emb_585,0.00011804404678170127
emb_486,0.00011758370177298253
emb_357,0.00011722723663337641
emb_1365,0.00011714176109713168
emb_1108,0.0001170474867146814
emb_791,0.0001158732940567269
emb_443,0.00011585796865707627
emb_187,0.00011555132467811848
emb_731,0.00011553472042318723
emb_1478,0.00011531921267306289
emb_1209,0.00011504156948706464
emb_1335,0.00011489858082099802
emb_302,0.00011460422563432022
emb_1302,0.00011363203564541864
emb_1502,0.0001133426975689807
emb_380,0.0001123228990012075
emb_317,0.00011218068618079271
emb_1056,0.00011188983617371164
emb_1238,0.00011155925057765649
emb_1080,0.00011149090017152642
emb_542,0.00011137746282225867
emb_886,0.00011134024915777217
emb_196,0.00011103080183339168
emb_393,0.00011094252321351756
emb_1172,0.00011076644692330277
emb_924,0.00010998398893758793
emb_894,0.00010987011897033586
emb_1157,0.00010869603600746404
emb_168,0.00010843353561938779
emb_537,0.00010803744157479162
emb_382,0.00010750648979437892
emb_218,0.00010750599321262381
emb_556,0.00010673386130760743
emb_93,0.00010614070821743726
emb_242,0.00010586393740485647
emb_779,0.00010555069726777003
emb_758,0.00010380632090411329
emb_1320,0.00010267498923185111
emb_397,0.00010225701901147567
emb_1096,0.00010201169021763813
emb_712,0.00010200842293006426
emb_392,0.00010189779578921768
emb_274,0.00010096284323695484
emb_106,0.00010079966258406226
emb_1138,0.00010077629200863099
emb_1249,0.00010070516538528154
emb_197,9.98223262935834e-05
emb_78,9.901831167621504e-05
emb_615,9.89416038929861e-05
emb_703,9.834555591314343e-05
emb_22,9.780327112132e-05
emb_953,9.779812327117391e-05
emb_13,9.72651872113531e-05
emb_551,9.710785932930519e-05
emb_1078,9.703857325169789e-05
emb_530,9.653112103706255e-05
emb_141,9.612862410450722e-05
emb_320,9.600600646719084e-05
emb_177,9.597129143211703e-05
emb_307,9.575730753788352e-05
emb_369,9.573570514000261e-05
emb_1182,9.570244016710701e-05
emb_1033,9.563845186778379e-05
emb_1457,9.538834366767624e-05
emb_704,9.47717300547975e-05
emb_1459,9.46548766446467e-05
emb_707,9.45826436207574e-05
emb_928,9.429724754742122e-05
